"Southeast.Winds","Northeast.Winds","Abundance"
-1.1,-1.65,0.00149631586887285
-1.05,-1.65,0.00153472912816406
-1,-1.65,0.00157359738057975
-0.95,-1.65,0.00161290558691656
-0.9,-1.65,0.00165263787880836
-0.85,-1.65,0.00169277755969819
-0.8,-1.65,0.00173330710724868
-0.75,-1.65,0.00177420817722139
-0.7,-1.65,0.00181546160885275
-0.65,-1.65,0.00185704743175148
-0.6,-1.65,0.0018989448743392
-0.55,-1.65,0.00194113237385289
-0.5,-1.65,0.00198358758792444
-0.45,-1.65,0.00202628740774917
-0.4,-1.65,0.0020692079728517
-0.35,-1.65,0.00211232468745386
-0.3,-1.65,0.00215561223844561
-0.25,-1.65,0.0021990446149562
-0.2,-1.65,0.00224259512951892
-0.15,-1.65,0.00228623644081864
-0.0999999999999999,-1.65,0.00232994057800779
-0.0499999999999998,-1.65,0.00237367896657187
0,-1.65,0.00241742245572193
0.0500000000000003,-1.65,0.00246114134728723
0.1,-1.65,0.00250480542607708
0.15,-1.65,0.00254838399167707
0.2,-1.65,0.00259184589164059
0.25,-1.65,0.0026351595560326
0.3,-1.65,0.00267829303327876
0.35,-1.65,0.00272121402726882
0.4,-1.65,0.00276388993565965
0.45,-1.65,0.00280628788931932
0.5,-1.65,0.00284837479285004
0.55,-1.65,0.00289011736612422
0.6,-1.65,0.00293148218676438
0.65,-1.65,0.00297243573349465
0.7,-1.65,0.003012944430288
0.75,-1.65,0.00305297469123075
0.8,-1.65,0.00309249296602282
0.85,-1.65,0.00313146578602979
0.9,-1.65,0.00316985981080012
0.95,-1.65,0.00320764187495893
1,-1.65,0.00324477903538739
1.05,-1.65,0.0032812386185954
1.1,-1.65,0.00331698826819305
1.15,-1.65,0.00335199599236574
1.2,-1.65,0.00338623021125608
1.25,-1.65,0.00341965980415524
1.3,-1.65,0.00345225415640574
1.35,-1.65,0.00348398320591726
1.4,-1.65,0.003514817489197
1.45,-1.65,0.00354472818679646
1.5,-1.65,0.00357368716807676
1.55,-1.65,0.00360166703519553
1.6,-1.65,0.00362864116621925
1.65,-1.65,0.00365458375726636
1.7,-1.65,0.00367946986358792
1.75,-1.65,0.00370327543949423
1.8,-1.65,0.00372597737703836
1.85,-1.65,0.00374755354336924
1.9,-1.65,0.0037679828166701
1.95,-1.65,0.00378724512060041
2,-1.65,0.00380532145716298
-2,-1.6,0.000931495169753064
-1.95,-1.6,0.000961117022820724
-1.9,-1.6,0.000991346244166782
-1.85,-1.6,0.00102218121593345
-1.8,-1.6,0.0010536196469584
-1.75,-1.6,0.0010856585549745
-1.7,-1.6,0.0011182942494429
-1.65,-1.6,0.00115152231507406
-1.6,-1.6,0.00118533759609159
-1.55,-1.6,0.00121973418129355
-1.5,-1.6,0.00125470538996559
-1.45,-1.6,0.00129024375869977
-1.4,-1.6,0.00132634102917259
-1.35,-1.6,0.00136298813693465
-1.3,-1.6,0.00140017520126367
-1.25,-1.6,0.00143789151613147
-1.2,-1.6,0.00147612554233412
-1.15,-1.6,0.00151486490083329
-1.1,-1.6,0.00155409636735489
-1.05,-1.6,0.00159380586828963
-1,-1.6,0.00163397847793813
-0.95,-1.6,0.00167459841714081
-0.9,-1.6,0.00171564905333097
-0.85,-1.6,0.00175711290204675
-0.8,-1.6,0.00179897162993507
-0.75,-1.6,0.00184120605927802
-0.7,-1.6,0.00188379617406924
-0.65,-1.6,0.00192672112766471
-0.6,-1.6,0.00196995925202924
-0.55,-1.6,0.00201348806859669
-0.5,-1.6,0.00205728430075839
-0.45,-1.6,0.00210132388799073
-0.4,-1.6,0.00214558200162935
-0.35,-1.6,0.00219003306229321
-0.3,-1.6,0.00223465075895853
-0.25,-1.6,0.00227940806967801
-0.2,-1.6,0.0023242772839373
-0.15,-1.6,0.00236923002663615
-0.0999999999999999,-1.6,0.00241423728367799
-0.0499999999999998,-1.6,0.00245926942914696
0,-1.6,0.00250429625404793
0.0500000000000003,-1.6,0.00254928699658012
0.1,-1.6,0.00259421037391128
0.15,-1.6,0.00263903461541503
0.2,-1.6,0.00268372749732953
0.25,-1.6,0.00272825637879202
